name,wins,looses,draws,ko_rate,stance,age,height,reach,country
jose torres,41,3,1,64.4%,Orthodox,86,5.84 ft (1.78 m),74.02 inches (188 cm),Puerto Rico
Camilo Torres,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Colombia
Jose Enrique Torres,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Mexico
Lourdes Jacinto Torres,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Mexico
james toney,76,9,3,51.1%,Orthodox,53,5.84 ft (1.78 m),72.05 inches (183 cm),United States
Kota Tominaga,0,0,0,0%,Orthodox,28,Unknown,Unknown,Japan
Evgeny Tishchenko,4,0,0,40%,Orthodox,31,Unknown,Unknown,Russian Federation
Danijel Topalovic,0,0,0,0%,Orthodox,34,Unknown,Unknown,Bosnia and Herzegovina
Eniko Tiringer,3,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Hungary
Catriel Toledo,0,1,0,0%,Orthodox,Unknown,Unknown,Unknown,Argentina
Diego Armando Torres Nunez,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Mexico
Mac Dad Tipha,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Malawi
fabrice tiozzo,48,2,0,64%,Orthodox,53,6.07 ft (1.85 m),72.05 inches (183 cm),France
PG Tondo,0,0,0,0%,Orthodox,27,Unknown,Unknown,Philippines
Gabriela Timar,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Romania
Manja Tiess,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Germany
james tillis,42,22,1,47%,Orthodox,65,6.07 ft (1.85 m),79.92 inches (203 cm),United States
dick tiger,60,19,3,32.9%,Orthodox,93,5.68 ft (1.73 m),70.87 inches (180 cm),Nigeria
dave tiberi,22,3,3,25%,Orthodox,55,5.87 ft (1.79 m),72.44 inches (184 cm),United States
Brandon Thysse,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,South Africa
Kali Thorn,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,United States
keith thurman,29,1,0,71%,Orthodox,33,5.61 ft (1.71 m),68.90 inches (175 cm),United States
Hernando Torres,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,"Venezuela, Bolivarian Republic of"
john thomas,58,7,1,34.8%,Orthodox,99,5.68 ft (1.73 m),Unknown,United States
glenn thomas,29,8,0,43.2%,Orthodox,59,5.74 ft (1.75 m),70.87 inches (180 cm),United States
billy joe thomas,8,25,0,21.2%,Orthodox,Unknown,6.33 ft (1.93 m),Unknown,United States
eddie thomas,40,6,2,27.1%,Orthodox,96,Unknown,Unknown,United Kingdom
marcel thil,113,23,14,36%,Unknown,118,5.68 ft (1.73 m),68.50 inches (174 cm),France
lionell thompson,22,5,0,42.9%,Orthodox,37,5.91 ft (1.80 m),75.20 inches (191 cm),United States
Nike David Theran,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Colombia
ebenezer tetteh,9,1,0,90%,Unknown,Unknown,Unknown,Unknown,Ghana
Alejandro Trinidad Testa,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Mexico
hiroaki teshigawara,22,2,2,57.7%,Orthodox,32,5.58 ft (1.70 m),Unknown,Japan
zolani tete,27,4,0,65.6%,Orthodox,34,5.74 ft (1.75 m),72.05 inches (183 cm),South Africa
sid terris,99,13,5,10.3%,Orthodox,117,5.84 ft (1.78 m),Unknown,United States
Lela Terashvili,1,2,0,0%,Orthodox,24,Unknown,Unknown,Georgia
Hannah Marie Terlep,0,0,0,0%,Orthodox,32,Unknown,Unknown,United States
Yuki Teranishi,0,0,0,0%,Orthodox,31,Unknown,Unknown,Japan
Cristian Teran,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Ecuador
Carlos Aaron Tenorio,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Mexico
Jhack Tepora,23,1,0,68%,Southpaw,29,Unknown,Unknown,Philippines
james tennyson,27,3,0,74.2%,Orthodox,29,5.68 ft (1.73 m),Unknown,United Kingdom
edouard tenet,67,25,12,10.6%,Orthodox,115,5.51 ft (1.68 m),Unknown,France
Stephane Tchamba,0,0,0,0%,Orthodox,36,Unknown,Unknown,Germany
lew tendler,145,16,9,22.2%,Southpaw,123,5.51 ft (1.68 m),70.08 inches (178 cm),United States
Simon Tchetha,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Malawi
brett taylor,18,5,5,14.3%,Orthodox,62,Unknown,Unknown,South Africa
tiwon taylor,26,23,1,38%,Orthodox,48,Unknown,Unknown,United States
karl taylor,16,142,7,2.4%,Orthodox,56,5.41 ft (1.65 m),Unknown,United Kingdom
patrick teixeira,30,1,0,64.7%,Southpaw,31,5.97 ft (1.82 m),76.38 inches (194 cm),Brazil
Josh Taylor,17,0,0,76.5%,Southpaw,31,5.84 ft (1.78 m),69.69 inches (177 cm),United Kingdom
meldrick taylor,38,8,1,42.6%,Orthodox,55,5.61 ft (1.71 m),66.14 inches (168 cm),United States
jermain taylor,33,4,1,52.6%,Orthodox,44,5.91 ft (1.80 m),74.41 inches (189 cm),United States
Anthony Alexander Taylor,0,0,0,0%,Orthodox,31,Unknown,Unknown,United States
Marcos Agustin Taucher,1,0,0,100%,Orthodox,20,Unknown,Unknown,Argentina
thomas tate,41,7,0,58.3%,Orthodox,56,5.84 ft (1.78 m),72.05 inches (183 cm),United States
edis tatli,32,3,0,27.8%,Orthodox,35,5.74 ft (1.75 m),Unknown,Finland
Gulsum Seyma Tatar,1,1,0,50%,Orthodox,Unknown,5.58 ft (1.70 m),Unknown,Turkey
antonio tarver,30,6,1,56.8%,Southpaw,53,6.17 ft (1.88 m),75.20 inches (191 cm),United States
nel tarleton,119,21,8,28.4%,Orthodox,116,Unknown,Unknown,United Kingdom
steffen tangstad,24,2,2,50%,Orthodox,63,6.17 ft (1.88 m),Unknown,Norway
marlon tapales,33,3,0,43.2%,Southpaw,30,5.35 ft (1.63 m),Unknown,Philippines
Martin Federico Tancredi,2,0,0,100%,Orthodox,21,Unknown,Unknown,Armenia
eltefat talebi,8,15,5,7.1%,Unknown,Unknown,5.35 ft (1.63 m),Unknown,United States
carlos takam,38,5,1,63.6%,Orthodox,41,6.20 ft (1.89 m),Unknown,Cameroon
ryohei takahashi,3,3,1,0%,Orthodox,32,5.38 ft (1.64 m),Unknown,Japan
Satoshi Takayama,0,0,0,0%,Orthodox,37,Unknown,Unknown,Japan
emmanuel tagoe,31,1,0,45.5%,Unknown,35,Unknown,Unknown,Ghana
Catherine Tacone Ramos,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Brazil
George Tachibana,0,0,0,0%,Orthodox,27,Unknown,Unknown,Japan
Pedro Tabares,0,2,0,0%,Orthodox,39,Unknown,Unknown,"Bolivia, Plurinational State of"
raymond tabugon,14,8,1,26.1%,Southpaw,31,5.41 ft (1.65 m),Unknown,Philippines
andrew tabiti,17,1,0,72.2%,Orthodox,32,6.07 ft (1.85 m),Unknown,United States
artur szpilka,24,4,0,57.1%,Southpaw,33,6.27 ft (1.91 m),Unknown,Poland
istvan szili,19,0,2,38.1%,Orthodox,39,5.84 ft (1.78 m),Unknown,Hungary
Dominik Szalczyk,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Poland
frankie swindell,37,24,4,42.4%,Orthodox,58,5.84 ft (1.78 m),72.83 inches (185 cm),United States
imre szello,24,1,0,64%,Orthodox,39,6.07 ft (1.85 m),74.80 inches (190 cm),Hungary
kamil szeremeta,21,1,0,21.7%,Orthodox,32,Unknown,Unknown,Poland
Greta Szucs,0,2,0,0%,Orthodox,37,Unknown,Unknown,Hungary
andy tabanas,40,5,2,51.1%,Orthodox,52,5.15 ft (1.57 m),62.99 inches (160 cm),Philippines
Sandor Szilagyi,0,0,0,0%,Orthodox,42,Unknown,Unknown,Hungary
Nikolett Szabo,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Hungary
neil swain,17,7,0,33.3%,Southpaw,50,5.41 ft (1.65 m),Unknown,United Kingdom
danny sutton,29,19,0,40%,Southpaw,63,Unknown,Unknown,United States
mike suski,12,2,0,50%,Unknown,51,5.84 ft (1.78 m),Unknown,United States
yusuke suzuki,7,2,0,36.4%,Southpaw,33,5.48 ft (1.67 m),Unknown,Japan
Tomohiro Sugano,0,0,0,0%,Orthodox,26,Unknown,Unknown,Japan
lee swaby,25,29,2,19.6%,Southpaw,46,6.17 ft (1.88 m),Unknown,United Kingdom
Malkhaz Sujashvili,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Georgia
Esteuri Metiver Suero,1,0,0,100%,Orthodox,Unknown,Unknown,Unknown,Dominican Republic
javier suazo,23,6,1,33.3%,Unknown,57,Unknown,Unknown,United States
Jairo Suarez,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Argentina
justo suarez,24,2,2,48.3%,Orthodox,113,Unknown,Unknown,Argentina
Braian Nahuel Suarez,15,0,0,87.5%,Orthodox,30,Unknown,Unknown,Argentina
jay strickland,27,3,1,67.7%,Orthodox,62,6.43 ft (1.96 m),Unknown,United States
jerry strickland,13,122,0,3.7%,Orthodox,69,Unknown,Unknown,United States
curtis strong,16,10,2,35.7%,Orthodox,55,5.61 ft (1.71 m),Unknown,United States
gary stretch,23,2,0,56%,Southpaw,53,6.00 ft (1.83 m),Unknown,United Kingdom
hans stretz,71,9,9,39.3%,Orthodox,94,Unknown,Unknown,Germany
bruce strauss,77,53,6,40.4%,Orthodox,70,5.71 ft (1.74 m),Unknown,United States
billy straub,7,3,0,0%,Orthodox,68,Unknown,Unknown,United Kingdom
ricky stoner,14,5,0,42.1%,Orthodox,54,Unknown,Unknown,United States
rick stockton,9,9,1,21.1%,Orthodox,54,Unknown,Unknown,United States
bermane stiverne,26,3,1,70%,Orthodox,43,6.17 ft (1.88 m),79.92 inches (203 cm),Canada
Joshua Thomas Stith,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,United States
rudell stitch,27,7,0,38.2%,Orthodox,89,5.84 ft (1.78 m),Unknown,United States
shakur stevenson,14,0,0,43.8%,Southpaw,25,5.68 ft (1.73 m),68.11 inches (173 cm),United States
maciej sulecki,29,2,0,35.5%,Unknown,33,Unknown,Unknown,Poland
curtis stevens,30,7,0,59.5%,Orthodox,37,5.58 ft (1.70 m),71.65 inches (182 cm),United States
laurie stevens,38,2,1,46.3%,Orthodox,109,Unknown,Unknown,South Africa
adonis stevenson,29,2,1,75%,Southpaw,44,5.91 ft (1.80 m),77.17 inches (196 cm),Canada
Pawel Stepien,11,0,1,69.2%,Unknown,Unknown,Unknown,Unknown,Poland
nikola stevanovic,23,1,1,32%,Orthodox,35,6.00 ft (1.83 m),Unknown,Serbia
Tez'Waun Starlings,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,United States
freddie steele,123,5,11,41.4%,Orthodox,109,5.84 ft (1.78 m),72.05 inches (183 cm),United States
marlon starling,45,6,1,50.9%,Orthodox,62,5.68 ft (1.73 m),72.83 inches (185 cm),United States
james stanton,17,6,0,34.8%,Orthodox,49,6.17 ft (1.88 m),77.17 inches (196 cm),United States
Eimantas Staniosis,0,0,0,0%,Orthodox,28,Unknown,Unknown,Lithuania
Valentina Stankovic,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Serbia
Lukasz Stanioch,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Poland
chantel stanciel,21,4,1,48.1%,Orthodox,48,Unknown,Unknown,United States
Sebastian Stallinger,0,0,0,0%,Orthodox,33,Unknown,Unknown,Germany
roger stafford,27,6,1,29.4%,Orthodox,68,Unknown,Unknown,United States
ricky stackhouse,24,17,1,33.3%,Orthodox,64,Unknown,Unknown,United States
Ivana Sremcev,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Serbia
gary st. germain,4,11,4,0%,Orthodox,Unknown,Unknown,Unknown,Canada
bill squires,20,11,2,45.5%,Orthodox,143,5.87 ft (1.79 m),70.08 inches (178 cm),Australia
michael spinks,31,1,0,65.6%,Orthodox,66,6.20 ft (1.89 m),75.98 inches (193 cm),United States
errol spence jr,26,0,0,77.8%,Orthodox,32,5.84 ft (1.78 m),72.05 inches (183 cm),United States
Luciano Sparico,1,0,0,0%,Orthodox,42,Unknown,Unknown,Argentina
Juan Daniel Soto Gomez,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Mexico
Pavel Sour,11,3,0,42.9%,Orthodox,39,Unknown,Unknown,Czech Republic
Mateo Mauro Soto,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Argentina
Alfredo Soto,5,0,0,60%,Orthodox,25,Unknown,Unknown,Argentina
Tyrone Spong,12,0,0,91.7%,Orthodox,36,Unknown,Unknown,Suriname
Elwin Soto Castro,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Mexico
Vedran Soskan,0,0,0,0%,Orthodox,28,Unknown,Unknown,Bosnia and Herzegovina
Nestor Daniel Sosa,0,2,1,0%,Orthodox,Unknown,Unknown,Unknown,Argentina
Jorge Rodrigo Sosa,10,2,0,53.8%,Orthodox,34,5.68 ft (1.73 m),Unknown,Paraguay
jason sosa,23,4,4,51.6%,Orthodox,34,5.41 ft (1.65 m),Unknown,United States
jose rafael sosa,36,15,6,42.1%,Orthodox,53,5.35 ft (1.63 m),Unknown,Argentina
Fernando Nahuel Soria Ferullo,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Argentina
michel soro,35,2,1,63.2%,Orthodox,34,5.87 ft (1.79 m),Unknown,France
Freddy Albert Sotelo Urgel,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,"Bolivia, Plurinational State of"
Nicolas Agustin Soria,0,1,0,0%,Orthodox,Unknown,Unknown,Unknown,Argentina
humberto soto,69,10,2,44.6%,Orthodox,42,5.64 ft (1.72 m),68.90 inches (175 cm),Mexico
Ivan Cesar Soria,0,1,0,0%,Orthodox,28,Unknown,Unknown,Argentina
billy soose,34,6,1,34.1%,Orthodox,107,6.04 ft (1.84 m),72.83 inches (185 cm),United States
Alvaro Javier Solorzano,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Colombia
liborio solis,30,6,1,35.9%,Orthodox,40,5.38 ft (1.64 m),68.11 inches (173 cm),"Venezuela, Bolivarian Republic of"
Yuliya Smyzhina,0,1,0,0%,Orthodox,Unknown,5.74 ft (1.75 m),Unknown,Russian Federation
renaldo snipes,39,8,1,45.8%,Orthodox,66,6.17 ft (1.88 m),77.95 inches (198 cm),United States
liam smith,29,2,1,50%,Orthodox,34,5.77 ft (1.76 m),Unknown,United Kingdom
Kelvin Smith,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,United States
joe smith jr,26,3,0,70%,Orthodox,32,6.00 ft (1.83 m),Unknown,United States
tom smith,87,9,3,17.2%,Orthodox,103,Unknown,Unknown,United Kingdom
Gabriel Smith,0,0,0,0%,Orthodox,32,Unknown,Unknown,United States
ernie smith,10,30,1,12.2%,Orthodox,Unknown,Unknown,Unknown,United States
mitchell smith,11,0,0,45.5%,Orthodox,29,Unknown,Unknown,United Kingdom
oakland billy smith,58,24,4,37.1%,Unknown,101,6.00 ft (1.83 m),Unknown,United States
james smith,44,17,1,51.6%,Orthodox,69,6.33 ft (1.93 m),81.89 inches (208 cm),United States
callum smith,27,1,0,67.9%,Orthodox,32,6.27 ft (1.91 m),Unknown,United Kingdom
jeff smith,141,35,4,26.2%,Unknown,131,5.71 ft (1.74 m),70.87 inches (180 cm),United States
buck smith,180,20,2,52.9%,Orthodox,57,5.74 ft (1.75 m),68.11 inches (173 cm),United States
Damian Smagiel,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Poland
eduard skavinskyy,10,0,0,45.5%,Unknown,31,5.84 ft (1.78 m),Unknown,Ukraine
lwandile sityatha,19,4,1,29.2%,Orthodox,34,Unknown,Unknown,South Africa
oleydong sithsamerchai,55,2,1,36.2%,Southpaw,37,5.28 ft (1.61 m),61.42 inches (156 cm),Thailand
pavel siska,6,37,1,9.1%,Orthodox,45,6.33 ft (1.93 m),Unknown,Czech Republic
Dariel Aleksandra Simova,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Bulgaria
andrey sirotkin,15,1,0,25%,Unknown,37,5.77 ft (1.76 m),Unknown,Russian Federation
anthony sims jr,19,1,0,85%,Unknown,27,6.07 ft (1.85 m),Unknown,United States
Lorenzo Simpson,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,United States
Rafayel Simonyan,6,1,1,62.5%,Orthodox,Unknown,Unknown,Unknown,Armenia
Patricia Simon,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Hungary
billy sim,8,2,0,70%,Orthodox,57,6.17 ft (1.88 m),Unknown,United Kingdom
peter simko,2,39,0,4.9%,Orthodox,56,5.91 ft (1.80 m),Unknown,Slovakia
Vicente Silva Jr.,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Mexico
Yanina Silva,1,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Argentina
Diego Silva,2,0,0,100%,Orthodox,Unknown,Unknown,Unknown,Colombia
Ignacio Agustin Silva,1,2,0,0%,Orthodox,Unknown,Unknown,Unknown,Argentina
Stephanie Silva,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Italy
tony silkstone,14,1,0,6.7%,Orthodox,54,5.41 ft (1.65 m),Unknown,United Kingdom
Nazareno Silguero,0,0,0,0%,Orthodox,26,Unknown,Unknown,Argentina
santander silgado,27,7,0,61.8%,Orthodox,37,5.97 ft (1.82 m),Unknown,Colombia
matteo signani,24,5,3,24.2%,Orthodox,43,5.84 ft (1.78 m),Unknown,Italy
daniel shull,3,25,1,3.4%,Orthodox,46,5.74 ft (1.75 m),Unknown,United States
marvin shuler,9,0,2,72.7%,Orthodox,62,6.14 ft (1.87 m),Unknown,United States
Sikiru Shogbesan,0,0,0,0%,Orthodox,27,Unknown,Unknown,Nigeria
randy shields,41,9,1,41.2%,Orthodox,66,5.91 ft (1.80 m),Unknown,United States
tony shucco,88,17,10,17.1%,Unknown,111,5.91 ft (1.80 m),Unknown,United States
dan sherry,22,6,0,35.7%,Orthodox,56,6.00 ft (1.83 m),70.08 inches (178 cm),Canada
kuniaki shibata,47,6,3,44.6%,Orthodox,75,5.35 ft (1.63 m),Unknown,Japan
shane sheridan,4,4,0,12.5%,Orthodox,53,5.74 ft (1.75 m),Unknown,United Kingdom
Davhon Shelton,0,0,0,0%,Orthodox,28,Unknown,Unknown,United States
Hamzah Sheeraz,0,0,0,0%,Orthodox,23,Unknown,Unknown,United Kingdom
Archie Sharp,17,0,0,50%,Orthodox,27,5.74 ft (1.75 m),Unknown,Unknown
jesse shelby,22,17,1,47.5%,Southpaw,62,6.27 ft (1.91 m),Unknown,United States
Firuza Sharipova,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Kazakhstan
willie shannon,18,2,0,66.7%,Orthodox,68,6.33 ft (1.93 m),Unknown,United States
Temirulan Shamanov,0,0,0,0%,Orthodox,28,Unknown,Unknown,Russian Federation
Kizema Shakangesa,4,2,0,0%,Orthodox,Unknown,Unknown,Unknown,"Congo, the Democratic Republic of the"
omar sheika,32,12,0,47.7%,Orthodox,45,6.00 ft (1.83 m),70.08 inches (178 cm),United States
vyacheslav shabranskyy,13,2,0,66.7%,Orthodox,35,6.17 ft (1.88 m),75.20 inches (191 cm),Ukraine
Adrian Mario Servin,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,United States
dave shade,155,29,60,6.8%,Orthodox,120,5.68 ft (1.73 m),70.87 inches (180 cm),United States
art serwano,20,9,1,30%,Orthodox,57,Unknown,Unknown,Uganda
Eduardo Sepulveda,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Argentina
Irina Serebrenikova,0,0,0,0%,Unknown,Unknown,Unknown,Unknown,Russian Federation
genesis servania,25,2,0,40.7%,Orthodox,31,5.54 ft (1.69 m),Unknown,Philippines
ezra sellers,29,8,0,70.3%,Southpaw,53,6.07 ft (1.85 m),77.17 inches (196 cm),United States
lee selby,28,3,0,26.5%,Orthodox,35,5.71 ft (1.74 m),68.90 inches (175 cm),United Kingdom
cletus seldin,25,1,0,75%,Unknown,35,5.58 ft (1.70 m),66.93 inches (170 cm),United States
Yusaku Sekishima,0,0,0,0%,Orthodox,25,Unknown,Unknown,Japan
andrew selby,13,0,0,53.8%,Orthodox,33,5.51 ft (1.68 m),Unknown,United Kingdom
Johan Segura,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Colombia
Ayrton Ezequiel Segovia,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Argentina
Milagros Segovia,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Argentina
bruce scott,27,10,0,48.6%,Orthodox,53,5.81 ft (1.77 m),Unknown,United Kingdom
Laureano Sciuto,4,0,0,75%,Orthodox,Unknown,Unknown,Unknown,Argentina
malik scott,37,3,1,31.7%,Orthodox,41,6.33 ft (1.93 m),81.10 inches (206 cm),United States
Monique Sciberras,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,France
Csaba Schrammel,0,0,0,0%,Orthodox,33,Unknown,Unknown,Hungary
tom schwarz,26,1,0,66.7%,Orthodox,28,6.46 ft (1.97 m),Unknown,Germany
Paola Alejandra Schonning,0,0,0,0%,Orthodox,36,Unknown,Unknown,Argentina
gustav scholz,88,2,6,47.9%,Southpaw,92,5.84 ft (1.78 m),Unknown,Germany
Jessica Schadko,2,1,0,0%,Orthodox,21,Unknown,Unknown,Germany
jack scales,37,24,4,35.4%,Orthodox,147,5.97 ft (1.82 m),Unknown,United Kingdom
erich schoppner,34,1,5,40%,Unknown,90,Unknown,Unknown,Germany
max schmeling,56,10,4,57.1%,Orthodox,116,6.07 ft (1.85 m),75.98 inches (193 cm),Germany
ray sayers,7,6,0,23.1%,Orthodox,52,5.91 ft (1.80 m),Unknown,Canada
Marcos Eduardo Sayal,0,2,0,0%,Orthodox,28,Unknown,Unknown,Argentina
johnny saxton,55,9,2,31.8%,Orthodox,92,5.74 ft (1.75 m),70.87 inches (180 cm),United States
kyosuke sawada,12,2,1,31.3%,Orthodox,34,Unknown,Unknown,Japan
billy joe saunders,29,0,0,48.3%,Southpaw,32,5.91 ft (1.80 m),Unknown,United Kingdom
Jonathan Sauco,1,0,0,100%,Orthodox,Unknown,Unknown,Unknown,Argentina
Juan Cruz Saucedo,2,3,0,0%,Orthodox,Unknown,Unknown,Unknown,Argentina
Oscar Andres Saucedo,0,1,0,0%,Orthodox,Unknown,Unknown,Unknown,Argentina
Yuto Sasaki,0,0,0,0%,Orthodox,27,Unknown,Unknown,Japan
Hiraku Sato,0,0,0,0%,Orthodox,34,Unknown,Unknown,Japan
Alex saucedo,29,1,0,63.3%,Orthodox,28,5.84 ft (1.78 m),72.05 inches (183 cm),United States
vage sarukhanyan,20,2,2,16%,Unknown,31,5.58 ft (1.70 m),Unknown,Russian Federation
Yohana Carolina Sarabia,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Colombia
Kristine Sargsyan,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Armenia
petey sarron,110,24,19,16.3%,Orthodox,115,5.25 ft (1.60 m),62.99 inches (160 cm),United States
Gilvan Santos,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,United States
diego ricardo santillan,23,3,0,57.7%,Orthodox,35,5.28 ft (1.61 m),69.29 inches (176 cm),Argentina
Hugo Alfredo Santillan Jr,19,5,2,30.8%,Orthodox,26,Unknown,Unknown,Argentina
giovanni santillan,25,0,0,60%,Southpaw,30,5.68 ft (1.73 m),Unknown,United States
Alfredo Santiago,12,1,0,23.1%,Orthodox,27,Unknown,Unknown,Dominican Republic
tony santana,21,2,0,47.8%,Orthodox,65,5.61 ft (1.71 m),Unknown,United States
alejandro santiago,18,2,5,32%,Orthodox,Unknown,Unknown,Unknown,Mexico
edwin santana,27,5,6,18.4%,Orthodox,52,5.38 ft (1.64 m),66.93 inches (170 cm),Dominican Republic
leo santa cruz,37,2,1,47.5%,Orthodox,34,5.58 ft (1.70 m),68.90 inches (175 cm),Mexico
Mekhrubon Sanginov,0,0,0,0%,Orthodox,26,Unknown,Unknown,Tajikistan
Alex Sanguino,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Mexico
dave sands,87,10,1,52%,Orthodox,96,5.87 ft (1.79 m),Unknown,Australia
Carlos Eduardo Sandoval,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Colombia
Billi Rafael Sandoval,0,0,0,0%,Orthodox,28,Unknown,Unknown,"Venezuela, Bolivarian Republic of"
Gerardo Sanchez Guzman,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Mexico
Fernando Jose Sanchez Sulzer,1,0,0,0%,Orthodox,Unknown,Unknown,Unknown,"Bolivia, Plurinational State of"
Cristian Sanchez Calderon,1,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Mexico
al sands,15,3,0,72.2%,Orthodox,35,6.17 ft (1.88 m),Unknown,United States
Andrea Soledad Sanchez,8,4,1,15.4%,Orthodox,32,Unknown,Unknown,Argentina
salvador sanchez,44,1,1,69.6%,Orthodox,63,5.58 ft (1.70 m),66.93 inches (170 cm),Mexico
Frank Sanchez,15,0,0,68.8%,Unknown,30,Unknown,Unknown,Cuba
Fernando Sanchez,0,1,0,0%,Orthodox,Unknown,Unknown,Unknown,Mexico
Rosario Alejandro Sanchez,0,0,0,0%,Orthodox,22,Unknown,Unknown,Mexico
Oriana Graciela Nicole Sanchez,3,1,0,0%,Orthodox,Unknown,Unknown,Unknown,Argentina
Carlos Augusto Sanchez,0,1,0,0%,Orthodox,Unknown,Unknown,Unknown,Peru
enrique sanchez,56,19,1,51.3%,Orthodox,64,Unknown,Unknown,Dominican Republic
emilio sanchez,18,1,0,57.9%,Orthodox,Unknown,Unknown,Unknown,United States
Samuel Ace Samples,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,United States
Exequiel Sanchez,2,2,0,0%,Orthodox,Unknown,Unknown,Unknown,Argentina
Claire Sammut,0,0,0,0%,Orthodox,39,Unknown,Unknown,Malta
Simona Salvatori,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Italy
Sloom Salumu,0,1,0,0%,Orthodox,Unknown,Unknown,Unknown,"Congo, the Democratic Republic of the"
orlando salido,43,14,4,47.6%,Orthodox,41,5.51 ft (1.68 m),66.93 inches (170 cm),Mexico
Tomas Ricardo Salgado,2,0,0,50%,Orthodox,24,Unknown,Unknown,Mexico
Mariquena Salome Salega,0,2,0,0%,Orthodox,27,Unknown,Unknown,Argentina
faruq saleem,38,1,0,82.1%,Orthodox,48,6.59 ft (2.01 m),Unknown,United States
vicente saldivar,37,3,0,65%,Southpaw,79,5.25 ft (1.60 m),Unknown,Mexico
Karla Fernanda Saldana Casarez,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Mexico
richard salazar,14,5,2,33.3%,Southpaw,56,Unknown,Unknown,United States
umar salamov,25,1,0,73.1%,Orthodox,28,6.27 ft (1.91 m),Unknown,Russian Federation
pedro saiz,25,9,3,43.2%,Southpaw,56,5.58 ft (1.70 m),70.08 inches (178 cm),Dominican Republic
Dickson Saidi,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Malawi
yuta saito,12,10,3,36%,Orthodox,34,5.48 ft (1.67 m),Unknown,Japan
kosuke saka,18,5,0,60%,Orthodox,30,5.54 ft (1.69 m),Unknown,Japan
jama saidi,15,2,0,33.3%,Unknown,29,Unknown,Unknown,Germany
veeraphol sahaprom,66,4,2,63.9%,Orthodox,53,5.25 ft (1.60 m),64.96 inches (165 cm),Thailand
leo saenz,27,11,2,45%,Orthodox,Unknown,Unknown,Unknown,United States
Yeiner David Saenz,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Colombia
