Location,Year,Distance (in meters),Stroke,Relay?,Gender,Team,Athlete,Results,Rank
Moscow,1980,4x100,Freestyle,1,Women,MEX,"Teresa Rivera, Dagmar Erdman, Hellen Plaschinski, Isabel Reuss",03:55.4,4
Moscow,1980,4x100,Freestyle,1,Women,BGR,"Ani Kostova, Rumiana Dobreva, Dobrinka Mincheva, Sonia Dangalakova",03:56.3,4
Moscow,1980,4x100,Freestyle,1,Women,ESP,"Margarita Armengol, Laura Flaque, Natalia Mas, Gloria Casado",03:58.7,4
Moscow,1980,4x100,Medley,1,Men,AUS,"Peter Evans, Neil Brooks, Glen Patching, Mark Kerry, Mark Tonelli",03:45.7,1
Moscow,1980,4x100,Medley,1,Men,SUN,"Vladimir Shemetov, Viktor Kuznetsov, Sergei Krasiuk, Aleksandr Fedorovski, Evgeni Seredin, Sergei Koplyakov",03:45.9,2
Moscow,1980,4x100,Medley,1,Men,GBR,"David Lowe, Martin Smith, Philip Hubble, Duncan Goodhew, Mark Taylor, Paul Marshall, Gary Abraham, Leigh Atkinson",03:47.7,3
Moscow,1980,4x100,Medley,1,Men,GER,"Frank Kuhne, Jorg Walter, Dietmar Gohring, Jörg Woithe, Roger Pyttel",03:48.2,4
Moscow,1980,4x100,Medley,1,Men,FRA,"Olivier Borios, Rene Ecuyer, Frederic Delcourt, Xavier Savin",03:49.2,4
Moscow,1980,4x100,Medley,1,Men,HUN,"Zoltan Verraszto, Gabor Meszaros, Sandor Wladar, Janos Dzvonyar",03:50.3,4
Moscow,1980,4x100,Medley,1,Men,NLD,"Cees Jan Winkel, Kees Vervoorn, Albert Boonstra, Peter Drost, Fred Eefting",03:51.8,4
Moscow,1980,4x100,Medley,1,Men,BRA,"Claudio Mamede Kestener, Sergio Pinto Pinto Ribeiro, Romulo Duncan Duncan Arantes, Jorge Luiz Fernandes, Ciro Marques Delgado",03:53.2,4
Moscow,1980,4x100,Medley,1,Women,GER,"Ute Geweniger, Andrea Pollack, Rica Reinisch, Sarina Hülsenbeck, Caren Metschuck",04:06.7,1
Moscow,1980,4x100,Medley,1,Women,GBR,"June Croft, Margaret Kelly-Hohmann, Ann Osgerby, Helen Jameson",04:12.2,2
Moscow,1980,4x100,Medley,1,Women,SUN,"Natalia Strunnikova, Elvira Vasilkova, Alla Grishchenkova, Irina Aksenova, Olga Klevakina",04:13.6,3
Moscow,1980,4x100,Medley,1,Women,SWE,"Carina Ljungdahl, Ann-Sofi Roos, Armi Airaksinen, Tina Gustafsson, Agneta Märtensson, Annika Uvehall, Eva-Marie Hakansson",04:16.9,4
Moscow,1980,4x100,Medley,1,Women,ITA,"Monica Vallarin, Laura Foralosso, Sabrina Seminatore, Cinzia Savi Scarponi",04:19.1,4
Moscow,1980,4x100,Medley,1,Women,AUS,"Lisa Gaye Curry-Kenny, Rosemary Brown, Karen Van De Graaf, Lisa Forrest",04:19.9,4
Moscow,1980,4x100,Medley,1,Women,ROU,"Mariana Paraschiv, Carmen Bunaciu, Irinel Adela Panulescu, Brigitte Prass",04:21.3,4
Moscow,1980,4x100,Medley,1,Women,BGR,"Dobrinka Mincheva, Ani Moneva, Tania Bogomilova-Dangalakova, Sonia Dangalakova, Ani Kostova",04:22.4,4
Moscow,1980,4x200,Freestyle,1,Men,SUN,"Sergei Krasiuk, Vladimir Salnikov, Andrei Krylov, Sergei Koplyakov, Ivar Stukolkin, Sergei Rusin",07:23.5,1
Moscow,1980,4x200,Freestyle,1,Men,GER,"Frank Pfütze, Frank Kuhne, Rainer Strohbach, Detlev Grabs, Jörg Woithe",07:28.6,2
Moscow,1980,4x200,Freestyle,1,Men,BRA,"Marcus Laborne Mattioli, Jorge Luiz Fernandes, Ciro Marques Delgado, Djan Garrido Madruga",07:29.3,3
Moscow,1980,4x200,Freestyle,1,Men,SWE,"Michael Soderlund, Per Holmertz, Per Johansson, Anders Rutqvist, Thomas Lejdstrom, Per Wikstrom, Per-Ola Quist, Per-Alvar Magnusson",07:30.1,4
Moscow,1980,4x200,Freestyle,1,Men,ITA,"Federico Silvestri, Andrea Ceccarini, Fabrizio Rampazzo, Raffaele Franceschi, Paolo Revelli",07:30.4,4
Moscow,1980,4x200,Freestyle,1,Men,GBR,"Kevin Lee, Stephen Poulter, Douglas Campbell, Mark Taylor, Andrew Astbury, Martin Smith, Simon Gray, Philip Hubble",07:30.8,4
Moscow,1980,4x200,Freestyle,1,Men,AUS,"Mark Tonelli, Graeme Brewer, Ron Mckeon, Mark Kerry, Maxwell Metzker",07:30.8,4
Moscow,1980,4x200,Freestyle,1,Men,FRA,"Dominique Petit, Fabien Noel, Marc Lazzaro, Pascal Laget",07:36.1,4
Moscow,1980,800m,Freestyle,0,Women,AUS,Michelle Ford,08:28.9,1
Moscow,1980,800m,Freestyle,0,Women,GDR,Ines Diers,08:32.5,2
Moscow,1980,800m,Freestyle,0,Women,GDR,Heike Dähne,08:33.5,3
Moscow,1980,800m,Freestyle,0,Women,URS,Irina Aksenova,08:38.0,4
Moscow,1980,800m,Freestyle,0,Women,URS,Oksana Komissarova,08:42.0,4
Moscow,1980,800m,Freestyle,0,Women,BEL,Pascale Verbauwen,08:44.8,4
Moscow,1980,800m,Freestyle,0,Women,GDR,Ines Geissler,08:45.3,4
Moscow,1980,800m,Freestyle,0,Women,URS,Elena Ivanova,08:46.5,4
Montreal,1976,100m,Backstroke,0,Men,USA,John Phillips Naber,55.49,1
Montreal,1976,100m,Backstroke,0,Men,USA,Peter Drake Rocca,56.34,2
Montreal,1976,100m,Backstroke,0,Men,GDR,Roland Matthes,57.22,3
Montreal,1976,100m,Backstroke,0,Men,PUR,Carlos Berrocal,57.28,4
Montreal,1976,100m,Backstroke,0,Men,GDR,Lutz Wanja,57.49,4
Montreal,1976,100m,Backstroke,0,Men,USA,Robert Scott Jackson,57.69,4
Montreal,1976,100m,Backstroke,0,Men,AUS,Mark Kerry,57.94,4
Montreal,1976,100m,Backstroke,0,Men,AUS,Mark Tonelli,58.42,4
Montreal,1976,100m,Backstroke,0,Women,GDR,Ulrike Richter,01:01.8,1
Montreal,1976,100m,Backstroke,0,Women,GDR,Birgit Treiber,01:03.4,2
Montreal,1976,100m,Backstroke,0,Women,CAN,Nancy Ellen Garapick,01:03.7,3
Montreal,1976,100m,Backstroke,0,Women,CAN,Wendy Cook-Hogg,01:03.9,4
Montreal,1976,100m,Backstroke,0,Women,CAN,Cheryl Gibson,01:05.2,4
Montreal,1976,100m,Backstroke,0,Women,URS,Nadezhda Stavko,01:05.2,4
Montreal,1976,100m,Backstroke,0,Women,GDR,Antje Stille,01:05.3,4
Montreal,1976,100m,Backstroke,0,Women,NED,Diane Edelijn,01:05.5,4
Montreal,1976,100m,Breaststroke,0,Men,USA,John Frederick Hencken,01:03.1,1
Montreal,1976,100m,Breaststroke,0,Men,GBR,David Andrew Wilkie,01:03.4,2
Montreal,1976,100m,Breaststroke,0,Men,URS,Arvydas Juozaitis,01:04.2,3
Montreal,1976,100m,Breaststroke,0,Men,CAN,Graham Smith,01:04.3,4
Montreal,1976,100m,Breaststroke,0,Men,ITA,Giorgio Lalle,01:04.4,4
Montreal,1976,100m,Breaststroke,0,Men,FRG,Walter Kusch,01:04.4,4
Montreal,1976,100m,Breaststroke,0,Men,GBR,Duncan Goodhew,01:04.7,4
Montreal,1976,100m,Breaststroke,0,Men,USA,Chris Woo,01:05.1,4
Montreal,1976,100m,Breaststroke,0,Women,GDR,Hannelore Anke,01:11.2,1
Montreal,1976,100m,Breaststroke,0,Women,URS,Lyubov Rusanova,01:13.0,2
Montreal,1976,100m,Breaststroke,0,Women,URS,Marina Koshevaya,01:13.3,3
Montreal,1976,100m,Breaststroke,0,Women,GDR,Carola Nitschke,01:13.3,4
Montreal,1976,100m,Breaststroke,0,Women,FRG,Gabriele Askamp,01:14.2,4
Montreal,1976,100m,Breaststroke,0,Women,URS,Maryna Yurchenia,01:14.2,4
Montreal,1976,100m,Breaststroke,0,Women,GBR,Margaret Kelly-Hohmann,01:14.2,4
Montreal,1976,100m,Breaststroke,0,Women,GDR,Karla Linke,01:14.2,4
Montreal,1976,100m,Butterfly,0,Men,USA,Matthew Haynes Vogel,54.35,1
Montreal,1976,100m,Butterfly,0,Men,USA,Joseph Stuart Bottom,54.5,2
Montreal,1976,100m,Butterfly,0,Men,USA,Gary Jr. Hall,54.65,3
Montreal,1976,100m,Butterfly,0,Men,GDR,Roger Pyttel,55.09,4
Montreal,1976,100m,Butterfly,0,Men,GDR,Roland Matthes,55.11,4
Montreal,1976,100m,Butterfly,0,Men,CAN,Clayton Evans,55.81,4
Montreal,1976,100m,Butterfly,0,Men,JPN,Hideaki Hara,56.34,4
Montreal,1976,100m,Butterfly,0,Men,AUS,Neil Rogers,56.57,4
Montreal,1976,100m,Butterfly,0,Women,GDR,Kornelia Ender,01:00.1,1
Montreal,1976,100m,Butterfly,0,Women,GDR,Andrea Pollack,01:01.0,2
Montreal,1976,100m,Butterfly,0,Women,USA,Wendy Lansbach Boglioli,01:01.2,3
Montreal,1976,100m,Butterfly,0,Women,USA,Camille Wright,01:01.4,4
Montreal,1976,100m,Butterfly,0,Women,GDR,Rosemarie Kother-Gabriel,01:01.6,4
Montreal,1976,100m,Butterfly,0,Women,CAN,Wendy Quirk,01:01.8,4
Montreal,1976,100m,Butterfly,0,Women,USA,Lelei Alofa Fonoimoana,01:01.9,4
Montreal,1976,100m,Butterfly,0,Women,URS,Tamara Shelofastova,01:02.7,4
Montreal,1976,100m,Freestyle,0,Men,USA,Jim Montgomery,49.99,1
Montreal,1976,100m,Freestyle,0,Men,USA,"Jack, Jr. Babashoff",50.81,2
Montreal,1976,100m,Freestyle,0,Men,FRG,Peter Nocke,51.31,3
Montreal,1976,100m,Freestyle,0,Men,FRG,Klaus Steinbach,51.68,4
Montreal,1976,100m,Freestyle,0,Men,ITA,Marcello Guarducci,51.7,4
Montreal,1976,100m,Freestyle,0,Men,USA,Joseph Stuart Bottom,51.79,4
Montreal,1976,100m,Freestyle,0,Men,URS,Vladimir Bure,52.03,4
Montreal,1976,100m,Freestyle,0,Men,URS,Andrei Krylov,52.15,4
Montreal,1976,100m,Freestyle,0,Women,GDR,Kornelia Ender,55.65,1
Montreal,1976,100m,Freestyle,0,Women,GDR,Petra Priemer,56.49,2
Montreal,1976,100m,Freestyle,0,Women,NED,Enith Brigitha,56.65,3
Montreal,1976,100m,Freestyle,0,Women,USA,Kim Marie Peyton,56.81,4
Montreal,1976,100m,Freestyle,0,Women,USA,Shirley Farber Babashoff,56.95,4
Montreal,1976,100m,Freestyle,0,Women,GDR,Claudia Hempel,56.99,4
Montreal,1976,100m,Freestyle,0,Women,USA,Jill Sterkel,57.06,4
Montreal,1976,100m,Freestyle,0,Women,FRG,Judith (Jutta) Weber,57.26,4
Montreal,1976,1500m,Freestyle,0,Men,USA,Brian Stuart Goodell,15:02.4,1
Montreal,1976,1500m,Freestyle,0,Men,USA,Robert William Hackett,15:03.9,2
Montreal,1976,1500m,Freestyle,0,Men,AUS,Stephen Holland,15:04.7,3
Montreal,1976,1500m,Freestyle,0,Men,BRA,Djan Garrido Madruga,15:19.8,4
Montreal,1976,1500m,Freestyle,0,Men,URS,Vladimir Salnikov,15:29.5,4
Montreal,1976,1500m,Freestyle,0,Men,AUS,Maxwell Metzker,15:31.5,4
Montreal,1976,1500m,Freestyle,0,Men,USA,Paul Michael Hartloff,15:32.1,4
Montreal,1976,1500m,Freestyle,0,Men,HUN,Zoltan Wladar,15:46.0,4
Montreal,1976,200m,Backstroke,0,Men,USA,John Phillips Naber,01:59.2,1
Montreal,1976,200m,Backstroke,0,Men,USA,Peter Drake Rocca,02:00.6,2
Montreal,1976,200m,Backstroke,0,Men,USA,Daniel Lee Harrigan,02:01.4,3
Montreal,1976,200m,Backstroke,0,Men,AUS,Mark Tonelli,02:03.2,4
Montreal,1976,200m,Backstroke,0,Men,AUS,Mark Kerry,02:04.1,4
Montreal,1976,200m,Backstroke,0,Men,TCH,Miloslav Rolko,02:05.8,4
Montreal,1976,200m,Backstroke,0,Men,HUN,Robert Rudolf,02:07.3,4
Montreal,1976,200m,Backstroke,0,Men,HUN,Zoltan Verraszto,02:08.2,4
Montreal,1976,200m,Backstroke,0,Women,GDR,Ulrike Richter,02:13.4,1
Montreal,1976,200m,Backstroke,0,Women,GDR,Birgit Treiber,02:15.0,2
Montreal,1976,200m,Backstroke,0,Women,CAN,Nancy Ellen Garapick,02:15.6,3
Montreal,1976,200m,Backstroke,0,Women,URS,Nadezhda Stavko,02:16.3,4
Montreal,1976,200m,Backstroke,0,Women,USA,Melissa Louise Belote,02:17.3,4
Montreal,1976,200m,Backstroke,0,Women,GDR,Antje Stille,02:17.6,4
Montreal,1976,200m,Backstroke,0,Women,URS,Klavdiya Studennikova,02:17.7,4
Montreal,1976,200m,Backstroke,0,Women,CAN,Wendy Cook-Hogg,02:17.9,4
Montreal,1976,200m,Breaststroke,0,Men,GBR,David Andrew Wilkie,02:15.1,1
Montreal,1976,200m,Breaststroke,0,Men,USA,John Frederick Hencken,02:17.3,2
Montreal,1976,200m,Breaststroke,0,Men,USA,Richard Phillip Jr. Colella,02:19.2,3
Montreal,1976,200m,Breaststroke,0,Men,CAN,Graham Smith,02:19.4,4
Montreal,1976,200m,Breaststroke,0,Men,USA,Charles Humphrey Keating,02:20.8,4
Montreal,1976,200m,Breaststroke,0,Men,URS,Arvydas Juozaitis,02:21.9,4
Montreal,1976,200m,Breaststroke,0,Men,URS,Nikolai Pankin,02:22.2,4
Montreal,1976,200m,Breaststroke,0,Men,FRG,Walter Kusch,02:22.4,4
Montreal,1976,200m,Breaststroke,0,Women,URS,Marina Koshevaya,02:33.3,1
Montreal,1976,200m,Breaststroke,0,Women,URS,Maryna Yurchenia,02:36.1,2
Montreal,1976,200m,Breaststroke,0,Women,URS,Lyubov Rusanova,02:36.2,3
Montreal,1976,200m,Breaststroke,0,Women,GDR,Hannelore Anke,02:36.5,4
Montreal,1976,200m,Breaststroke,0,Women,GDR,Karla Linke,02:37.0,4
Montreal,1976,200m,Breaststroke,0,Women,GDR,Carola Nitschke,02:38.3,4
Montreal,1976,200m,Breaststroke,0,Women,GBR,Margaret Kelly-Hohmann,02:38.4,4
Montreal,1976,200m,Breaststroke,0,Women,GBR,Deborah Rudd,02:39.0,4
Montreal,1976,200m,Butterfly,0,Men,USA,Mike Bruner,01:59.2,1
Montreal,1976,200m,Butterfly,0,Men,USA,Steven Garrett Gregg,01:59.5,2
Montreal,1976,200m,Butterfly,0,Men,USA,"William Ronald, Jr. Forrester",02:00.0,3
Montreal,1976,200m,Butterfly,0,Men,GDR,Roger Pyttel,02:00.0,4
Montreal,1976,200m,Butterfly,0,Men,FRG,Michael Kraus,02:00.5,4
Montreal,1976,200m,Butterfly,0,Men,GBR,Brian Brinkley,02:01.5,4
Montreal,1976,200m,Butterfly,0,Men,ECU,Jorge Delgado,02:02.0,4
Montreal,1976,200m,Butterfly,0,Men,URS,Oleksandr Manachynskiy,02:04.6,4
Montreal,1976,200m,Butterfly,0,Women,GDR,Andrea Pollack,02:11.4,1
Montreal,1976,200m,Butterfly,0,Women,GDR,Ulrike Tauber,02:12.5,2
Montreal,1976,200m,Butterfly,0,Women,GDR,Rosemarie Kother-Gabriel,02:12.9,3
Montreal,1976,200m,Butterfly,0,Women,USA,Karen Patricia Moe-Thornton,02:12.9,4
Montreal,1976,200m,Butterfly,0,Women,CAN,Wendy Quirk,02:13.7,4
Montreal,1976,200m,Butterfly,0,Women,CAN,Cheryl Gibson,02:13.9,4
Montreal,1976,200m,Butterfly,0,Women,URS,Tamara Shelofastova,02:14.3,4
Montreal,1976,200m,Butterfly,0,Women,URS,Natalya Popova,02:14.5,4
Montreal,1976,200m,Freestyle,0,Men,USA,Bruce Macfarlane Furniss,01:50.3,1
Montreal,1976,200m,Freestyle,0,Men,USA,John Phillips Naber,01:50.5,2
Montreal,1976,200m,Freestyle,0,Men,USA,Jim Montgomery,01:50.6,3
Montreal,1976,200m,Freestyle,0,Men,URS,Andrei Krylov,01:50.7,4
Montreal,1976,200m,Freestyle,0,Men,FRG,Klaus Steinbach,01:51.1,4
Montreal,1976,200m,Freestyle,0,Men,FRG,Peter Nocke,01:51.7,4
Montreal,1976,200m,Freestyle,0,Men,GBR,Gordon Hunter Downie,01:52.8,4
Montreal,1976,200m,Freestyle,0,Men,URS,Andrei Bogdanov,01:53.3,4
Montreal,1976,200m,Freestyle,0,Women,GDR,Kornelia Ender,01:59.3,1
Montreal,1976,200m,Freestyle,0,Women,USA,Shirley Farber Babashoff,02:01.2,2
Montreal,1976,200m,Freestyle,0,Women,NED,Enith Brigitha,02:01.4,3
Montreal,1976,200m,Freestyle,0,Women,NED,Annelies Maas,02:02.6,4
Montreal,1976,200m,Freestyle,0,Women,CAN,Gail Amundrud,02:03.3,4
Montreal,1976,200m,Freestyle,0,Women,USA,Jennifer Leigh Hooker,02:04.2,4
Montreal,1976,200m,Freestyle,0,Women,GDR,Claudia Hempel,02:04.6,4
Montreal,1976,200m,Freestyle,0,Women,URS,Irina Vlasova,02:05.6,4
Montreal,1976,400m,Freestyle,0,Men,USA,Brian Stuart Goodell,03:51.9,1
Montreal,1976,400m,Freestyle,0,Men,USA,Timothy Andrew Shaw,03:52.5,2
Montreal,1976,400m,Freestyle,0,Men,URS,Vladimir Raskatov,03:55.8,3
Montreal,1976,400m,Freestyle,0,Men,BRA,Djan Garrido Madruga,03:57.2,4
Montreal,1976,400m,Freestyle,0,Men,AUS,Stephen Holland,03:57.6,4
Montreal,1976,400m,Freestyle,0,Men,HUN,Sandor Nagy,03:57.8,4
Montreal,1976,400m,Freestyle,0,Men,URS,Vladimir Mikheev,04:00.8,4
Montreal,1976,400m,Freestyle,0,Men,CAN,Stephen Badger,04:20.8,4
Montreal,1976,400m,Freestyle,0,Women,GDR,Petra Thümer,04:09.9,1
Montreal,1976,400m,Freestyle,0,Women,USA,Shirley Farber Babashoff,04:10.5,2
Montreal,1976,400m,Freestyle,0,Women,CAN,Shannon Smith,04:14.6,3
Montreal,1976,400m,Freestyle,0,Women,NZL,Rebecca Perrott,04:14.8,4
Montreal,1976,400m,Freestyle,0,Women,USA,Kathy Heddy,04:15.5,4
Montreal,1976,400m,Freestyle,0,Women,USA,Brenda Grace Borgh,04:17.4,4
Montreal,1976,400m,Freestyle,0,Women,NED,Annelies Maas,04:17.4,4
Montreal,1976,400m,Freestyle,0,Women,GDR,Sabine Kahle,04:20.4,4
Montreal,1976,400m,Individual medley,0,Men,USA,Rodney Strachan,04:23.7,1
Montreal,1976,400m,Individual medley,0,Men,USA,Alexander Timothy Mckee,04:24.6,2
Montreal,1976,400m,Individual medley,0,Men,URS,Andrei Smirnov,04:26.9,3
Montreal,1976,400m,Individual medley,0,Men,HUN,Andras Hargitay,04:27.1,4
Montreal,1976,400m,Individual medley,0,Men,CAN,Graham Smith,04:28.6,4
Montreal,1976,400m,Individual medley,0,Men,USA,Steven Charles Furniss,04:29.2,4
Montreal,1976,400m,Individual medley,0,Men,CAN,Andrew Ritchie,04:29.9,4
Montreal,1976,400m,Individual medley,0,Men,FRG,Hans-Joachim Geisler,04:34.9,4
Montreal,1976,400m,Individual medley,0,Women,GDR,Ulrike Tauber,04:42.8,1
Montreal,1976,400m,Individual medley,0,Women,CAN,Cheryl Gibson,04:48.1,2
Montreal,1976,400m,Individual medley,0,Women,CAN,Becky Smith,04:50.5,3
Montreal,1976,400m,Individual medley,0,Women,GDR,Birgit Treiber,04:52.4,4
Montreal,1976,400m,Individual medley,0,Women,GDR,Sabine Kahle,04:53.5,4
Montreal,1976,400m,Individual medley,0,Women,USA,Donna Lee Wennerstrom,04:55.3,4
Montreal,1976,400m,Individual medley,0,Women,CAN,Joann Baker,05:00.2,4
Montreal,1976,400m,Individual medley,0,Women,NZL,Monique Rodahl,05:00.2,4
Montreal,1976,4x100,Freestyle,1,Women,USA,"Shirley Farber Babashoff, Kim Marie Peyton, Jennifer Leigh Hooker, Wendy Lansbach Boglioli, Jill Sterkel",03:44.8,1
Montreal,1976,4x100,Freestyle,1,Women,GER,"Andrea Pollack, Petra Priemer, Kornelia Ender, Claudia Hempel",03:45.5,2
Montreal,1976,4x100,Freestyle,1,Women,CAN,"Gail Amundrud, Deborah Clarke, Barbara Lynny Clark, Anne Elizabeth Jardin",03:48.8,3
Montreal,1976,4x100,Freestyle,1,Women,NLD,"Annelies Maas, Berber Kamstra, Linda Faber, Enith Brigitha, Catharina (Ineke) Ran",03:51.7,4
Montreal,1976,4x100,Freestyle,1,Women,SUN,"Larisa Tsareva, Irina Vlasova, Marina Klyuchnikova, Lyubov Kobzeva",03:52.7,4
Montreal,1976,4x100,Freestyle,1,Women,FRA,"Chantal Schertz, Caroline Carpentier, Guylaine Berger",03:56.7,4
Montreal,1976,4x100,Freestyle,1,Women,SWE,"Gunilla Lundberg, Ylva Persson, Diana Olsson, Carina Ljungdahl, Ida Hansson, Pia Martensson",03:57.3,4
Montreal,1976,4x100,Freestyle,1,Women,GER,"Gudrun Beckmann, Regina Nissen, Beate Jasch, Judith (Jutta) Weber, Marion Platten",03:58.3,4
Montreal,1976,4x100,Medley,1,Men,USA,"Jim Montgomery, Matthew Haynes Vogel, Peter Drake Rocca, John Frederick Hencken, John Phillips Naber, Jack, Jr. Babashoff, Joseph Stuart Bottom",03:42.2,1
Montreal,1976,4x100,Medley,1,Men,CAN,"Gary Mac Donald, Clayton Evans, Stephen Pickell, Graham Smith, Bruce Richard Robertson",03:45.9,2
Montreal,1976,4x100,Medley,1,Men,GER,"Peter Lang, Walter Kusch, Klaus Steinbach, Peter Nocke, Reinhold Becker, Michael Kraus, Dirk Braunleder",03:47.3,3
Montreal,1976,4x100,Medley,1,Men,GBR,"James Carter, John Maurice Mills, Brian Brinkley, Gary Abraham, David Andrew Wilkie, Duncan Goodhew, Kevin Robert Burns",03:49.6,4
Montreal,1976,4x100,Medley,1,Men,SUN,"Andrei Bogdanov, Andrei Krylov, Igor Evgenevich Omeltchenko, Evgeni Seredin, Nikolai Pankin",03:49.9,4
Montreal,1976,4x100,Medley,1,Men,AUS,"Peter Coughlan, Neil Rogers, Mark Kerry, Paul Jarvie",03:51.5,4
Montreal,1976,4x100,Medley,1,Men,ITA,"Paolo Barelli, Giorgio Lalle, Marcello Guarducci, Riccardo Urbani, Enrico Bisso",03:52.9,4
Montreal,1976,4x100,Medley,1,Men,JPN,"Tadashi Honda, Nobutaka Taguchi, Tsuyoshi Yanagidate, Kozo Higuchi, Hideaki Hara",03:54.7,4
Montreal,1976,4x100,Medley,1,Women,GER,"Birgit Treiber, Hannelore Anke, Rosemarie Kother-Gabriel, Ulrike Richter, Petra Priemer, Andrea Pollack, Carola Nitschke, Kornelia Ender",04:07.9,1
Montreal,1976,4x100,Medley,1,Women,USA,"Linda Louise Jezek, Lelei Alofa Fonoimoana, Wendy Lansbach Boglioli, Camille Wright, Shirley Farber Babashoff, Laura Gail Siering",04:14.5,2
Montreal,1976,4x100,Medley,1,Women,CAN,"Deborah Clarke, Wendy Cook-Hogg, Susan Estelle Smith-Sloan, Anne Elizabeth Jardin, Robin Marie Corsiglia",04:15.2,3
Montreal,1976,4x100,Medley,1,Women,SUN,"Larisa Tsareva, Tamara Shelofastova, Nadezhda Stavko",04:16.1,4
Montreal,1976,4x100,Medley,1,Women,NLD,"Josefine (Jose) Damen, Wijda Mazereeuw, Diane Edelijn, Catharina (Ineke) Ran, Enith Brigitha",04:19.9,4
Montreal,1976,4x100,Medley,1,Women,GBR,"Deborah Hill, Elaine Dorothy Gray, Margaret Kelly-Hohmann, Joy Beasley, Joanne Louise Atkinson, Susan Pamela Jenner",04:23.3,4
Montreal,1976,4x100,Medley,1,Women,JPN,"Kazuyo Inaba, Toshiko Haruoka, Yoshimi Nishigawa, Yasue Hatsuda, Sachiko Yamazaki",04:23.5,4
Montreal,1976,4x100,Medley,1,Women,AUS,"Allison Smith, Judith Hudson, Glenda Robertson, Linda Hanel, Lyle Smith, Jenny Tate, Michelle Devries",04:25.9,4
Montreal,1976,4x200,Freestyle,1,Men,USA,"Jim Montgomery, John Phillips Naber, Mike Bruner, Douglas Dale Northway, Timothy Andrew Shaw, Bruce Macfarlane Furniss",07:23.2,1
Montreal,1976,4x200,Freestyle,1,Men,SUN,"Andrei Bogdanov, Sergei Koplyakov, Andrei Smirnov, Andrei Krylov, Vladimir Raskatov, Vladimir Mikheev",07:28.0,2
Montreal,1976,4x200,Freestyle,1,Men,GBR,"David Michael Dunne, Gordon Hunter Downie, Alan Mcclatchey, Brian Brinkley",07:32.1,3
Montreal,1976,4x200,Freestyle,1,Men,GER,"Hans-Joachim Geisler, Andreas Schmidt, Klaus Steinbach, Peter Nocke, Werner Lampe",07:32.3,4
Montreal,1976,4x200,Freestyle,1,Men,GER,"Rainer Strohbach, Roger Pyttel, Frank Pfütze, Lutz Loscher, Wilfried Hartung",07:38.9,4
Montreal,1976,4x200,Freestyle,1,Men,NLD,"Hendrik (Henk) Elzerman, Andre In E Weld, Abdul Karim Ressang, Rene Van Der Kul",07:42.6,4
Montreal,1976,4x200,Freestyle,1,Men,SWE,"Peter Pettersson, Anders Bellbring, Bengt Jonsson, Pär Arvidsson, Bengt Gingsjo",07:42.8,4
Montreal,1976,4x200,Freestyle,1,Men,ITA,"Roberto Pangaro, Marcello Guarducci, Paolo Barelli, Paolo Revelli",07:43.4,4
Montreal,1976,800m,Freestyle,0,Women,GDR,Petra Thümer,08:37.1,1
Montreal,1976,800m,Freestyle,0,Women,USA,Shirley Farber Babashoff,08:37.6,2
Montreal,1976,800m,Freestyle,0,Women,USA,Wendy Elizabeth Weinberg,08:42.6,3
Montreal,1976,800m,Freestyle,0,Women,AUS,Rosemary Milgate,08:47.2,4
Montreal,1976,800m,Freestyle,0,Women,USA,Nicole Kramer,08:47.3,4
Montreal,1976,800m,Freestyle,0,Women,CAN,Shannon Smith,08:48.1,4
Montreal,1976,800m,Freestyle,0,Women,GDR,Regina Jäger,08:50.4,4
Montreal,1976,800m,Freestyle,0,Women,AUS,Jenny Turrall,08:52.9,4
Munich,1972,100m,Backstroke,0,Men,GDR,Roland Matthes,56.58,2
Munich,1972,100m,Backstroke,0,Men,USA,Michael Eugene Stamm,57.7,3
Munich,1972,100m,Backstroke,0,Men,USA,John Joseph Murphy,58.35,4
Munich,1972,100m,Backstroke,0,Men,USA,Mitchell Ivey,58.48,4
Munich,1972,100m,Backstroke,0,Men,URS,Igor Grivennikov,59.5,4
Munich,1972,100m,Backstroke,0,Men,GDR,Lutz Wanja,59.8,4
Munich,1972,100m,Backstroke,0,Men,GDR,Jürgen Krüger,59.93,4
Munich,1972,100m,Backstroke,0,Men,JPN,Tadashi Honda,01:00.4,1
Munich,1972,100m,Backstroke,0,Women,USA,Melissa Louise Belote,01:05.8,1
Munich,1972,100m,Backstroke,0,Women,HUN,Andrea Gyarmati,01:06.3,2
Munich,1972,100m,Backstroke,0,Women,USA,Susanne Jean Atwood,01:06.3,3
Munich,1972,100m,Backstroke,0,Women,USA,Karen Patricia Moe-Thornton,01:06.7,4
Munich,1972,100m,Backstroke,0,Women,CAN,Wendy Cook-Hogg,01:06.7,4
Munich,1972,100m,Backstroke,0,Women,NED,Enith Brigitha,01:06.8,4
Munich,1972,100m,Backstroke,0,Women,GDR,Christine Herbst,01:07.3,4
Munich,1972,100m,Backstroke,0,Women,FRG,Silke Pielen,01:07.4,4
Munich,1972,100m,Breaststroke,0,Men,JPN,Nobutaka Taguchi,01:04.9,1
Munich,1972,100m,Breaststroke,0,Men,USA,Thomas Edwin Bruce,01:05.4,2
Munich,1972,100m,Breaststroke,0,Men,USA,John Frederick Hencken,01:05.6,3
