"","fighter_name","Weight","Reach","Stance","SLpM","Str_Acc","SApM","Str_Def","TD_Avg","TD_Acc","TD_Def","Sub_Avg","birthyear","height_inches"
"829","Mickael Lebout",155,73,"Orthodox",2.6,34,2.98,54,0,0,60,0,1987,71
"830","Chris Leben",185,73,"Southpaw",2.87,42,2.87,52,1.14,41,53,0.8,1980,71
"831","Justin Ledet",205,80,"Orthodox",3.35,39,4.82,49,0.23,50,42,0.2,1988,76
"832","Vaughan Lee",125,66,"Orthodox",3.47,47,2.07,70,0.81,33,72,1,1982,66
"833","Andrea Lee",125,69,"Orthodox",5.58,49,3.83,65,1.67,45,57,0.5,1989,66
"834","Kevin Lee",170,77,"Orthodox",3.9,42,3.23,51,3.21,43,75,0.8,1992,69
"835","Cheyden Leialoha",135,73,"Orthodox",1.87,28,3.2,53,2,33,71,0,1994,68
"836","Thales Leites",185,78,"Orthodox",2.13,40,2.99,52,2.1,27,30,1.1,1981,73
"837","Amanda Lemos",115,65,"Southpaw",6.21,64,5.39,45,1.98,100,100,0.5,1987,64
"838","Jesse Lennox",170,72,"Orthodox",2.69,32,3.2,64,1.22,66,63,0.3,1982,69
"839","Nik Lentz",145,68,"Orthodox",3.44,47,3.25,50,3.3,32,43,1.2,1984,68
"840","Victoria Leonardo",125,64,"Orthodox",3.4,37,4.15,47,2.39,37,0,0,1990,65
"841","Brock Lesnar",265,81,"Orthodox",3.53,72,2.11,50,3.9,55,60,0.5,1977,75
"842","Valerie Letourneau",115,68,"Orthodox",4.51,37,5.4,58,0.77,45,66,0.3,1983,67
"843","Leah Letson",145,71,"",4.87,40,3.8,63,0,0,100,0,1992,67
"844","Marcus LeVesseur",155,70,"Southpaw",2.55,64,3.7,37,3.89,36,83,0.6,1982,69
"845","Natan Levy",155,71,"Southpaw",1.65,60,0.82,57,2.75,100,100,2.8,1991,69
"846","Derrick Lewis",260,79,"Orthodox",2.59,50,2.16,44,0.52,26,54,0,1985,75
"847","Bevon Lewis",185,79,"Orthodox",3.73,43,2.67,54,0,0,66,0,1991,75
"848","Li Jingliang",170,71,"Orthodox",4.52,42,3.65,59,1.28,39,59,0,1988,72
"849","Chuck Liddell",205,76,"Orthodox",2.97,35,2.71,56,0.44,75,81,0,1969,74
"850","Hyun Gyu Lim",170,77,"Orthodox",4.45,41,5.07,51,0.23,100,73,0.2,1985,75
"851","Juliana Lima",115,65,"Orthodox",1.94,44,2.11,55,1.72,31,70,0,1982,65
"852","Dhiego Lima",170,75,"Orthodox",3.14,38,3.93,59,1.38,42,73,0.7,1989,74
"853","Jess Liaudin",170,72,"Orthodox",2.46,51,2.76,41,3.28,53,30,1.6,NA,69
"854","Matt Lindland",185,74,"Southpaw",2.62,50,1.56,52,3.01,48,60,1.3,1970,72
"855","John Lineker",135,67,"Orthodox",5.36,40,4.27,56,0.56,58,67,0.6,1990,63
"856","Philipe Lins",240,78,"Orthodox",2.66,40,3.68,49,0,0,0,0,1985,74
"857","Ariane Lipski",125,67,"Orthodox",3.03,32,4.45,48,0.27,25,45,0.5,1994,66
"858","Dean Lister",185,75,"Orthodox",1.26,35,1.89,61,1.58,15,50,1.1,1976,73
"859","Artem Lobov",145,65,"Southpaw",3.52,41,4.82,50,0.39,25,52,0,1986,69
"860","Dylan Lockard",145,72,"Orthodox",1.31,53,3.31,52,2.31,40,28,1.2,1992,69
"861","Michael Lombardo",170,72,"Orthodox",1.47,62,2.63,31,2.5,21,60,0,1990,72
"862","David Loiseau",185,76,"Orthodox",1.59,44,3.64,43,0.43,42,36,0.1,1979,72
"863","Christian Lohsen",155,77,"Southpaw",5.27,49,6.93,44,0,0,0,2,1995,74
"864","Hector Lombard",185,71,"Southpaw",3.02,46,3.35,53,1.69,48,77,0.5,1978,69
"865","Austin Lingo",145,70,"Orthodox",3.57,44,3.17,62,1,66,76,0,1994,70
"866","Loma Lookboonmee",115,61,"Orthodox",5.16,55,3.09,59,0.67,25,72,0,1996,61
"867","Gustavo Lopez",135,67,"Orthodox",2.24,41,4.65,51,1.07,50,27,0.5,1989,65
"868","Matthew Lopez",135,69,"Southpaw",3.13,50,3.73,55,3.32,60,71,1.3,1987,67
"869","Brendan Loughnane",145,70,"Switch",6.23,63,6.7,53,1.5,30,92,0,1989,70
"870","Benito Lopez",135,73,"Switch",4.49,44,4.8,58,0,0,78,0.3,1994,70
"871","Joe Lowry",155,73,"Orthodox",3.97,34,4.25,63,0,0,0,0,1989,71
"872","Duane Ludwig",170,70,"Orthodox",4.62,44,3.05,57,0.43,25,59,0.1,1978,70
"873","Dalcha Lungiambula",185,76,"Orthodox",1.85,50,2.27,43,2.07,50,75,0,1987,68
"874","Travis Lutter",185,75,"Orthodox",0.41,32,2.42,42,1.95,24,30,0.7,1973,71
"875","Tucker Lutz",155,72,"Orthodox",4.33,49,2.8,47,2,57,81,0.5,1994,68
"876","Vicente Luque",170,75,"Orthodox",5.72,53,5.82,52,0.68,50,64,0.8,1991,71
"877","Chris Lytle",170,68,"Orthodox",3.76,45,3.03,58,0.7,55,55,2.4,1974,71
"878","Dong Hyun Ma",155,70,"Orthodox",2.84,41,4.1,54,1.27,53,33,0,1988,71
"879","William Macario",170,75,"Orthodox",4.92,54,3.96,65,1.85,45,78,0,1991,71
"880","Jason MacDonald",185,80,"Orthodox",1.55,52,2.7,46,1.43,16,35,2,1975,75
"881","Rob MacDonald",205,78,"Orthodox",1.8,50,2.04,46,7.19,80,80,5.4,1978,75
"882","Rory MacDonald",170,76,"Orthodox",3.75,42,2.8,62,1.77,47,88,0.4,1989,72
"883","Ryan MacDonald",135,71,"Switch",2.28,29,6.49,45,0,0,0,0,1993,71
"884","Veronica Macedo",125,64,"Southpaw",3.13,39,5.06,43,0.57,18,46,0.6,1995,64
"885","Lyoto Machida",185,74,"Southpaw",2.59,53,1.57,61,1.21,65,75,0.4,1978,73
"886","Pauline Macias",115,64,"Southpaw",0.8,29,4.6,42,2,18,0,0,1988,64
"887","Don Madge",155,72,"Southpaw",2.08,52,0.74,67,2.22,25,80,0.7,1990,72
"888","Mark Madsen",155,72,"Orthodox",2.28,42,2.53,46,8.33,64,0,0,1984,68
"889","Jon Madsen",240,72,"Orthodox",2.46,41,1.18,81,1.32,71,70,0,1980,72
"890","Yoshiro Maeda",139,68,"Southpaw",2.36,33,2.55,63,2.93,51,50,0.7,1981,67
"891","Vinny Magalhaes",205,75,"Orthodox",2.14,24,3.97,68,1.55,44,66,0.8,1984,75
"892","Caio Magalhaes",185,73,"Orthodox",2.27,40,2.78,56,1.05,15,58,1.6,1987,73
"893","Reza Madadi",155,73,"Orthodox",2.51,46,3.31,66,3.17,33,89,0.5,1978,71
"894","Angela Magana",115,65,"Orthodox",1.53,28,4.92,42,0.4,25,28,0.4,1983,61
"895","Neil Magny",170,80,"Orthodox",3.67,47,2.05,56,2.46,45,57,0.3,1987,75
"896","Rashid Magomedov",155,70,"Orthodox",4.4,49,3.05,54,0.67,57,89,0.2,1984,69
"897","Ruslan Magomedov",242,78,"Orthodox",4.02,47,1.47,66,0.33,100,88,0,1986,75
"898","John Maguire",155,69,"Southpaw",1.41,41,2.44,65,2.8,46,77,1.1,1983,69
"899","Zabit Magomedsharipov",145,73,"Orthodox",4.89,48,3,64,5.22,56,77,0.8,1991,73
"900","Leonardo Mafra",155,70,"Orthodox",4.55,48,4.38,43,2.12,83,69,0.4,1989,70
"901","Levan Makashvili",145,68,"Orthodox",2.87,54,2.07,61,3.67,42,85,0,1989,68
"902","Jennifer Maia",125,64,"Orthodox",3.34,39,3.52,52,0.34,50,56,0.2,1988,64
"903","John Makdessi",155,68,"Orthodox",5.36,51,3.76,70,0,0,88,0,1985,68
"904","Demian Maia",170,72,"Southpaw",1.82,43,2.03,63,2.55,26,61,1,1977,73
"905","Islam Makhachev",155,70,"Southpaw",2,56,0.77,70,3.46,68,93,1,1991,70
"906","Zach Makovsky",125,64,"Southpaw",1.94,43,2.24,62,3.71,30,56,0.3,1983,64
"907","Fabio Maldonado",205,75,"Orthodox",5.29,58,4.31,53,0.44,57,61,0.6,1980,73
"908","Bea Malecki",135,74,"Orthodox",6.78,46,6.14,62,0,0,78,1.4,1991,69
"909","Nate Maness",135,72,"Orthodox",2.4,45,4.63,45,1.33,66,88,0.7,1991,70
"910","Cristiano Marcello",155,72,"Orthodox",2.56,33,3.61,58,0.44,11,20,0.9,1977,69
"911","Jimi Manuwa",205,79,"Orthodox",3.43,54,3.97,49,0.53,18,70,0.4,1980,73
"912","Marcos Mariano",155,76,"Switch",0.25,27,2.11,43,0,0,28,0,1986,73
"913","Ronny Markes",185,75,"Orthodox",2.17,53,2.43,45,3.13,40,100,0.5,1988,73
"914","Rory Markham",170,71,"Orthodox",1.98,21,10.27,45,0,0,0,0,1982,72
"915","Christina Marks",125,69,"Orthodox",5,58,3,64,7.5,100,0,0,1985,67
"916","Randa Markos",115,63,"Orthodox",2.85,41,3.2,59,1.23,28,57,0.2,1985,64
"917","Nate Marquardt",185,74,"Orthodox",2.71,49,2.32,55,1.87,51,70,0.8,1979,72
"918","Danilo Marques",205,77,"Orthodox",1.81,88,1.41,50,4.83,34,0,1.2,1985,78
"919","Carmelo Marrero",205,73,"Orthodox",0.84,34,2.04,54,3.21,36,36,0.9,1981,72
"920","Julian Marquez",185,72,"Orthodox",3.5,40,2.98,52,0,0,53,3.4,1990,74
"921","Eliot Marshall",205,77,"Orthodox",1.93,27,2.39,67,0.47,33,79,0.9,1980,74
"922","Jack Marshman",185,73,"Orthodox",2.74,25,4.19,56,0,0,20,0,1989,72
"923","Terry Martin",185,71,"Orthodox",2.82,43,3.13,54,3.1,42,92,0,1980,68
"924","Mallory Martin",115,63,"Orthodox",3.99,59,5.53,58,3.37,63,25,0.5,1994,64
"925","Anthony Rocco Martin",170,73,"Orthodox",2.68,37,2.59,58,0.71,27,68,1,1989,72
"926","Danny Martinez",125,67,"Orthodox",2.73,28,3.77,63,3,45,36,0,1985,66
"927","Henry Martinez",155,69,"Southpaw",2.79,25,4.01,60,0,0,80,0,1983,67
"928","Jonathan Martinez",135,70,"Southpaw",4.27,46,3.81,58,0.48,37,63,0,1994,68
"929","Roque Martinez",250,72,"Orthodox",2.67,51,4.68,59,0.62,50,16,0,1986,70
"930","Mana Martinez",135,70,"Orthodox",2.11,62,1.27,50,0,0,0,6.3,1996,70
"931","Adriano Martins",155,72,"Southpaw",1.8,38,2.14,65,0.83,80,81,0.4,1982,70
"932","Lucas Martins",145,72,"Southpaw",2.87,35,4.14,60,0,0,76,0.5,1988,72
"933","Jameel Massouh",145,72,"Orthodox",1.91,54,2.62,55,0.67,15,50,0.7,1984,70
"934","Mike Massenzio",185,73,"Southpaw",2.08,45,3.59,54,2.74,24,50,1.4,1982,74
"935","Bristol Marunde",170,75,"Orthodox",1.42,21,4.4,47,1.6,33,14,0,1982,73
"936","Jorge Masvidal",170,74,"Orthodox",4.2,47,3,65,1.57,59,77,0.4,1984,71
"937","Tiffany Masters",115,65,"Orthodox",3.53,62,2.58,50,3.06,60,0,0,1994,63
"938","Jake Matthews",170,73,"Orthodox",3.03,44,2.16,61,1.93,41,66,0.6,1994,71
"939","Miranda Maverick",125,65,"Southpaw",9.8,51,6,62,0,0,0,0,1997,63
"940","Nick Maximov",220,76,"Southpaw",2.47,58,0.33,58,2,40,0,0,1997,72
"941","Vladimir Matyushenko",205,74,"Orthodox",1.9,44,1.62,59,3.25,46,70,0.1,1971,72
"942","Al Matavao",205,67,"Orthodox",7.84,46,6.7,58,0,0,0,0,1994,68
"943","Don'Tale Mayes",260,81,"Orthodox",4.13,45,4.46,43,0.23,20,59,0,1992,78
"944","Gina Mazany",125,68,"Southpaw",3.45,47,3.07,51,4.41,63,33,0.3,1988,66
"945","Gray Maynard",155,70,"Orthodox",1.92,32,2.64,66,2.91,47,81,0.7,1979,69
"946","Sabina Mazo",135,70,"Orthodox",6.56,44,3.91,60,0.81,80,66,0.2,1997,67
"947","Ian McCall",125,64,"Orthodox",3.59,39,3.25,67,2.08,30,88,0,1984,65
"948","Molly McCann",125,62,"Orthodox",5.15,50,4.28,65,1.64,29,28,0.7,1990,64
"949","Charles McCarthy",185,71,"Orthodox",0.18,12,4.03,56,2.67,60,0,2.7,1980,70
"950","Sean McCorkle",265,81,"Orthodox",0.85,44,2.48,52,2.12,40,33,4.2,1976,79
"951","Kris McCray",170,76,"Orthodox",2.69,45,2.57,54,2.88,55,38,0,1981,72
"952","Tamdan McCrory",185,76,"Switch",2.07,49,1.6,46,2.28,50,33,2.5,1986,76
"953","Justin McCully",225,73,"Orthodox",1.58,37,2.02,46,1.28,44,43,0,1976,73
"954","Michael McDonald",135,70,"Orthodox",2.69,42,2.76,57,1.09,66,52,1.4,1991,69
"955","Rob McCullough",155,69,"Orthodox",2.47,36,2.84,59,0.46,100,68,0,1977,69
"956","Robert McDaniel",185,75,"Southpaw",1.64,44,1.98,56,0.93,50,50,1.4,1983,75
"957","Drew McFedries",185,72,"Southpaw",5.13,51,4.56,52,1.42,100,56,0.7,1978,72
"958","Court McGee",170,75,"Orthodox",4.9,36,3.94,61,1.6,21,63,0.4,1984,71
"959","Conor McGregor",155,74,"Southpaw",5.32,49,4.54,54,0.7,55,67,0,1988,69
"960","Rhys McKee",170,78,"Orthodox",6.83,53,11.9,43,0,0,20,0,1995,74
"961","Tim McKenzie",185,74,"Orthodox",1.37,54,2.96,44,0,0,28,2.1,1982,72
"962","Terrance McKinney",145,74,"Switch",1.17,50,0.59,66,4.4,33,0,0,1994,71
"963","Cory McKenna",115,58,"Orthodox",3.47,44,3.03,45,0.5,50,71,0,1999,63
"964","Cody McKenzie",155,72,"Switch",1.74,34,2.5,67,2.5,25,14,2.5,1987,72
"965","Garreth McLellan",185,72,"Southpaw",3.56,54,2.94,45,1.15,22,34,0.9,1982,73
"966","Sara McMann",135,66,"Orthodox",2.32,45,1.94,48,4.41,65,50,0.5,1980,66
"967","James McSweeney",230,77,"Switch",3.94,55,4.33,42,0.52,33,100,1.1,1980,76
"968","Tim Means",170,75,"Orthodox",5.16,48,3.58,61,0.92,41,64,0.2,1984,74
"969","Yancy Medeiros",155,75,"Orthodox",4.05,35,5.38,46,0.12,25,76,0.5,1987,70
"970","Uros Medic",155,71,"Southpaw",19.91,77,0.52,86,0,0,100,0,1993,73
"971","Emil Meek",170,74,"Switch",2.52,39,2.53,38,0.25,33,47,1,1988,71
"972","Sanford Alton Meeks",265,75,"Orthodox",0.71,42,4.47,38,7.06,25,0,0,1994,77
"973","Gerald Meerschaert",185,77,"Southpaw",3.3,42,3.61,51,2.33,43,46,1.7,1987,73
"974","Jordan Mein",170,73,"Orthodox",3.35,44,2.55,69,1.56,58,66,0.2,1989,72
"975","Gilbert Melendez",145,73,"Orthodox",3.44,33,2.53,63,1.64,41,71,0.2,1982,69
"976","Vanessa Melo",135,65,"Orthodox",3.48,30,6.13,59,0,0,71,0,1988,65
"977","Antonio Mendes",205,77,"Southpaw",1.34,47,6.85,22,2.51,50,100,0,1981,75
"978","Augusto Mendes",135,65,"Orthodox",2.42,34,3.91,56,1.75,33,80,0,1983,66
"979","Chad Mendes",145,66,"Orthodox",2.78,49,2.35,67,4.13,55,100,0.3,1985,66
"980","Alonzo Menifield",205,76,"Orthodox",3.34,47,3.72,45,0,0,85,0,1987,72
"981","Ivan Menjivar",145,64,"Orthodox",2.78,37,2.76,65,0.56,28,38,1,1982,66
"982","Yaotzin Meza",145,71,"Orthodox",1.43,41,1.62,64,1.06,20,18,1.4,1981,69
"983","Andreas Michailidis",185,76,"Orthodox",4.6,50,3.6,63,0,0,0,0,1988,72
"984","Zachary Micklewright",155,74,"Southpaw",5.56,53,4.72,54,0.7,12,100,0,1976,72
"985","Bojan Mihajlovic",205,73,"Orthodox",1.23,35,5.95,47,0,0,33,0,1980,71
"986","Dan Miller",185,74,"Orthodox",2.03,36,3.06,49,1.67,54,47,1.8,1981,73
"987","Curtis Millender",170,76,"Orthodox",3.86,46,2.95,61,0.43,100,57,0,1987,74
"988","Cole Miller",145,73,"Orthodox",3,33,3.88,59,0.6,36,38,1.8,1984,73
"989","Jim Miller",155,71,"Southpaw",2.73,40,2.99,59,1.69,43,46,1.9,1983,68
"990","Che Mills",170,76,"Orthodox",2.08,52,2.87,43,1.18,66,58,0,1982,73
"991","Adam Milstead",205,76,"Orthodox",3.85,46,4.79,43,0,0,64,0,1987,75
"992","Alberto Mina",170,77,"Orthodox",3.23,38,3.7,47,1.85,20,50,0,1982,72
"993","Stipe Miocic",240,80,"Orthodox",4.9,52,3.75,55,1.92,34,70,0,1982,76
"994","Darrick Minner",145,69,"Orthodox",3.24,70,1.4,43,3,62,60,3.6,1990,67
